"","Gene","Tratamiento","Tejido","Estres","Tiempo","Replica","Expresion_TPM"
"388","Gene_118","DrugA","Cerebro","Medio","72h",29,9.71406716716592
"389","Gene_089","Control","Higado","Alto","24h",15,5.31092466781382
"390","Gene_135","Control","Rinon","Bajo","72h",24,7.66074696099602
"391","Gene_049","DrugB","Rinon","Bajo","48h",25,9.64551321008219
"392","Gene_195","Control","Cerebro","Alto","24h",15,3.08585551086964
"393","Gene_185","Control","Cerebro","Medio","24h",26,7.80368128173138
"394","Gene_157","Control","Cerebro","Bajo","48h",1,3.97742874178212
"395","Gene_148","CRISPR","Rinon","Bajo","48h",5,5.90256830265798
"396","Gene_022","RNAi","Rinon","Bajo","48h",6,3.32683202148309
"397","Gene_176","DrugA","Cerebro","Bajo","24h",22,3.27122240421644
"398","Gene_059","DrugB","Rinon","Bajo","24h",29,2.51233954169237
"399","Gene_032","Control","Cerebro","Alto","24h",23,10.2140718519225
"400","Gene_101","Control","Higado","Alto","72h",30,19.2985845455325
"401","Gene_063","DrugB","Cerebro","Medio","24h",30,13.2411923853828
"402","Gene_136","RNAi","Higado","Alto","72h",30,4.63518160688782
"403","Gene_116","Control","Rinon","Bajo","48h",25,5.21015204173649
"404","Gene_038","DrugA","Musculo","Bajo","72h",28,13.6391135354688
"405","Gene_178","DrugA","Musculo","Alto","24h",9,2.70367672567423
"406","Gene_184","CRISPR","Musculo","Alto","72h",6,5.54706914877952
"407","Gene_055","CRISPR","Musculo","Medio","48h",14,6.59406559506255
"408","Gene_143","RNAi","Rinon","Bajo","48h",8,3.19983548157738
"409","Gene_106","DrugA","Rinon","Bajo","48h",23,15.9632074001419
"410","Gene_074","DrugB","Higado","Alto","48h",1,9.12486660624059
"411","Gene_182","RNAi","Rinon","Medio","72h",26,13.3939539092296
"412","Gene_159","Control","Higado","Alto","24h",12,6.22668995822664
"413","Gene_162","DrugA","Higado","Medio","48h",4,7.78622564410073
"414","Gene_093","DrugA","Rinon","Medio","48h",26,8.46281943825464
"415","Gene_064","RNAi","Higado","Bajo","24h",26,15.4364991665502
"416","Gene_155","DrugB","Higado","Medio","72h",4,16.2637713298652
"417","Gene_186","DrugB","Cerebro","Bajo","48h",25,5.41261705893774
"418","Gene_137","Control","Rinon","Medio","24h",16,12.8101298279633
"419","Gene_143","DrugA","Rinon","Medio","48h",13,9.39727347156079
"420","Gene_193","DrugA","Rinon","Alto","72h",22,11.2856746392135
"421","Gene_168","DrugA","Rinon","Bajo","48h",10,3.65633128921164
"422","Gene_084","Control","Cerebro","Alto","72h",17,6.45786839803259
"423","Gene_117","CRISPR","Cerebro","Bajo","24h",3,14.6357774920611
"424","Gene_148","Control","Cerebro","Bajo","48h",8,NA
"425","Gene_062","DrugB","Rinon","Medio","72h",4,7.7178499767821
"426","Gene_028","DrugA","Rinon","Medio","48h",20,5.42160374317683
"427","Gene_078","Control","Cerebro","Bajo","48h",17,12.6993435310406
"428","Gene_033","DrugA","Higado","Bajo","48h",12,7.58806012833655
"429","Gene_133","DrugB","Cerebro","Bajo","72h",24,8.02305323165249
"430","Gene_068","DrugB","Cerebro","Alto","48h",20,5.09672195836426
"431","Gene_144","Control","Cerebro","Bajo","48h",21,13.3365208507318
"432","Gene_043","DrugB","Rinon","Alto","48h",22,7.52008785592134
"433","Gene_182","CRISPR","Rinon","Medio","24h",22,13.1915075285699
"434","Gene_132","DrugB","Cerebro","Alto","24h",6,7.09877143719768
"435","Gene_172","CRISPR","Cerebro","Medio","48h",21,7.62480034496064
"436","Gene_003","CRISPR","Rinon","Alto","48h",20,8.10591418272954
"437","Gene_095","CRISPR","Cerebro","Bajo","72h",20,5.84501677141323
"438","Gene_054","DrugB","Musculo","Medio","24h",8,2.80793645170403
"439","Gene_155","RNAi","Higado","Alto","72h",20,5.04943114754184
"440","Gene_055","RNAi","Musculo","Bajo","48h",4,4.81680525386593
"441","Gene_148","DrugB","Higado","Alto","24h",13,6.43642260926855
"442","Gene_014","DrugA","Cerebro","Alto","24h",29,4.62695871671237
"443","Gene_125","CRISPR","Musculo","Alto","48h",15,6.79570615999368
"444","Gene_119","Control","Cerebro","Medio","48h",29,7.09609613951079
"445","Gene_033","CRISPR","Higado","Bajo","24h",29,16.5477662079071
"446","Gene_059","Control","Rinon","Bajo","24h",16,6.67141778897524
"447","Gene_022","DrugA","Higado","Bajo","24h",22,19.2627825498319
"448","Gene_131","DrugB","Rinon","Alto","72h",11,7.70114465494657
"449","Gene_017","CRISPR","Higado","Alto","48h",27,7.70990696621261
"450","Gene_094","CRISPR","Higado","Medio","72h",20,9.29764114189557
"451","Gene_041","DrugA","Rinon","Medio","48h",2,7.76182420035886
"452","Gene_063","Control","Rinon","Bajo","72h",16,4.67045942475648
"453","Gene_200","DrugA","Rinon","Medio","48h",17,9.0871461408179
"454","Gene_017","CRISPR","Musculo","Bajo","48h",11,12.5182512191438
"455","Gene_148","DrugB","Cerebro","Bajo","24h",13,9.59757195007189
"456","Gene_064","DrugB","Higado","Bajo","72h",15,7.6648137278769
"457","Gene_119","DrugA","Higado","Alto","24h",6,4.9533558000891
"458","Gene_045","Control","Cerebro","Bajo","48h",6,12.1617920244498
"459","Gene_166","DrugB","Cerebro","Alto","48h",25,9.06621215541807
"460","Gene_132","CRISPR","Higado","Bajo","24h",3,6.14393331572511
"461","Gene_138","DrugA","Cerebro","Medio","24h",7,5.43849481660537
"462","Gene_170","DrugB","Higado","Alto","48h",1,6.60621814181202
"463","Gene_001","CRISPR","Higado","Medio","48h",10,10.7363024511489
"464","Gene_150","DrugA","Higado","Medio","48h",5,5.96956782087186
"465","Gene_105","DrugA","Musculo","Bajo","72h",22,11.2991573932018
"466","Gene_074","DrugB","Rinon","Alto","24h",24,3.97659133260016
"467","Gene_120","RNAi","Cerebro","Medio","72h",2,11.4680072129686
"468","Gene_107","RNAi","Musculo","Medio","24h",9,7.09336061146552
"469","Gene_107","Control","Higado","Medio","24h",18,14.62898170026
"470","Gene_095","CRISPR","Musculo","Medio","48h",26,9.21727340159074
"471","Gene_021","DrugB","Rinon","Alto","72h",3,10.1385478063804
"472","Gene_028","RNAi","Cerebro","Alto","72h",23,3.36008920621422
"473","Gene_187","DrugA","Higado","Alto","48h",10,6.65533820489976
"474","Gene_141","DrugA","Musculo","Bajo","48h",9,7.17117215673968
"475","Gene_009","DrugB","Rinon","Medio","24h",26,3.22539508635241
"476","Gene_137","DrugA","Higado","Bajo","48h",4,3.72244333082409
"477","Gene_192","CRISPR","Musculo","Bajo","48h",26,7.71202290503123
"478","Gene_042","DrugB","Cerebro","Alto","72h",1,3.95517680156953
"479","Gene_037","DrugB","Cerebro","Bajo","24h",4,5.32647535893393
"480","Gene_157","RNAi","Musculo","Medio","24h",10,10.5975982056144
"481","Gene_075","Control","Rinon","Bajo","24h",22,10.9222285510075
"482","Gene_131","CRISPR","Higado","Bajo","72h",14,6.05724678377544
"483","Gene_150","Control","Rinon","Bajo","24h",2,7.2346923866045
"484","Gene_134","DrugB","Higado","Medio","48h",20,11.5978696163656
"485","Gene_096","RNAi","Cerebro","Bajo","24h",20,4.92420883782448
"486","Gene_020","Control","Musculo","Alto","72h",30,6.06745426654467
"487","Gene_199","Control","Cerebro","Bajo","24h",21,13.6809967884613
"488","Gene_137","Control","Cerebro","Medio","72h",20,7.74159964043407
"489","Gene_147","DrugA","Rinon","Bajo","48h",22,3.66835955771378
"490","Gene_117","DrugA","Cerebro","Medio","48h",10,6.30468040288108
"491","Gene_072","DrugA","Cerebro","Bajo","72h",30,3.47247047659015
"492","Gene_139","DrugA","Rinon","Alto","72h",16,5.14453071524424
"493","Gene_110","CRISPR","Cerebro","Medio","24h",9,3.90728799853275
"494","Gene_147","Control","Rinon","Alto","24h",8,4.55907739498019
"495","Gene_084","DrugA","Cerebro","Alto","48h",6,NA
"496","Gene_144","DrugA","Cerebro","Alto","24h",20,5.81800605246178
"497","Gene_156","Control","Rinon","Alto","48h",18,17.2382870626508
"498","Gene_192","RNAi","Cerebro","Alto","48h",19,7.72372099664064
"499","Gene_026","DrugA","Higado","Bajo","72h",1,3.04191775243017
"500","Gene_022","DrugA","Musculo","Bajo","72h",22,2.75162436789829
"501","Gene_080","Control","Higado","Alto","72h",4,4.73266020309788
"502","Gene_098","CRISPR","Higado","Alto","72h",6,15.8069418993868
"503","Gene_017","DrugB","Rinon","Bajo","48h",2,17.0243013437877
"504","Gene_117","CRISPR","Musculo","Alto","24h",9,4.59847709294934
"505","Gene_135","DrugA","Musculo","Bajo","24h",17,11.0928562002104
"506","Gene_193","CRISPR","Musculo","Bajo","24h",11,13.6707139129278
"507","Gene_025","DrugB","Cerebro","Medio","24h",17,4.15320396930815
"508","Gene_163","Control","Rinon","Alto","48h",5,2.97556973036101
"509","Gene_178","DrugA","Rinon","Bajo","48h",11,4.48774168414292
"510","Gene_135","RNAi","Cerebro","Bajo","24h",22,5.14809557716004
"511","Gene_030","Control","Cerebro","Alto","24h",2,5.7649896637633
"512","Gene_067","Control","Rinon","Bajo","72h",26,19.074717948198
"513","Gene_110","CRISPR","Higado","Alto","72h",1,7.39535698615644
"514","Gene_166","DrugA","Cerebro","Medio","72h",30,7.97429707205245
"515","Gene_149","DrugB","Higado","Alto","24h",10,6.99262446876349
"516","Gene_145","DrugB","Cerebro","Bajo","72h",4,4.89754319926508
"517","Gene_094","DrugB","Musculo","Alto","48h",11,4.50180499555374
"518","Gene_064","CRISPR","Musculo","Alto","24h",11,15.6289542971305
"519","Gene_094","DrugB","Cerebro","Alto","72h",6,6.35432048806873
"520","Gene_042","DrugA","Cerebro","Alto","48h",10,8.925928595383
"521","Gene_088","DrugA","Higado","Medio","72h",12,4.0081436783863
"522","Gene_190","DrugA","Rinon","Medio","24h",12,11.2619829011637
"523","Gene_181","DrugA","Rinon","Alto","48h",19,5.69718854142907
"524","Gene_139","RNAi","Cerebro","Bajo","48h",1,8.29267739117162
"525","Gene_121","DrugA","Musculo","Bajo","48h",14,6.91297550942738
"526","Gene_040","DrugA","Cerebro","Bajo","72h",25,2.6395453340226
"527","Gene_155","CRISPR","Musculo","Medio","48h",13,14.1357135451067
"528","Gene_144","DrugB","Rinon","Alto","72h",1,12.3634967155063
"529","Gene_163","RNAi","Rinon","Alto","48h",27,4.89986712821874
"530","Gene_024","Control","Musculo","Medio","48h",30,7.98573550074701
"531","Gene_046","Control","Cerebro","Alto","24h",1,4.36922580980671
"532","Gene_109","Control","Rinon","Alto","48h",3,11.2199399351204
"533","Gene_037","DrugB","Higado","Medio","24h",29,10.3372953333416
"534","Gene_071","DrugB","Cerebro","Alto","24h",1,2.35483252361868
"535","Gene_017","DrugA","Musculo","Medio","48h",18,3.45753971576456
"536","Gene_009","Control","Rinon","Alto","24h",19,4.81907232770564
"537","Gene_075","Control","Higado","Alto","24h",3,7.69111722236832
"538","Gene_181","Control","Cerebro","Alto","72h",15,4.08870867569687
"539","Gene_057","DrugA","Musculo","Medio","72h",17,10.2941661420097
"540","Gene_170","RNAi","Cerebro","Alto","48h",19,6.94932417037885
"541","Gene_155","DrugB","Rinon","Alto","48h",13,7.55206717186058
"542","Gene_009","Control","Cerebro","Bajo","72h",29,4.68575080087493
"543","Gene_102","Control","Rinon","Bajo","72h",11,9.97376747433798
"544","Gene_172","CRISPR","Higado","Medio","48h",10,8.06498474096232
"545","Gene_077","DrugB","Higado","Medio","48h",8,7.43180754663139
"546","Gene_034","CRISPR","Musculo","Alto","72h",24,6.91611971683643
"547","Gene_126","Control","Rinon","Alto","72h",13,5.33042853704195
"548","Gene_007","DrugA","Cerebro","Medio","72h",18,4.01039765343222
"549","Gene_074","CRISPR","Higado","Bajo","24h",1,4.55544299205002
"550","Gene_178","Control","Rinon","Alto","72h",26,2.47149016822068
"551","Gene_133","DrugA","Rinon","Alto","72h",9,8.92472656472775
"552","Gene_010","RNAi","Musculo","Medio","72h",30,10.9967762786046
"553","Gene_079","CRISPR","Rinon","Alto","24h",30,4.20899734355971
"554","Gene_051","Control","Musculo","Medio","72h",25,10.3890229478863
"555","Gene_133","CRISPR","Musculo","Medio","24h",19,4.93800047281765
"556","Gene_139","DrugB","Rinon","Alto","24h",16,6.32559304975123
"557","Gene_048","RNAi","Musculo","Medio","72h",26,5.88694433596766
"558","Gene_168","DrugB","Musculo","Alto","48h",11,1.98929881435512
"559","Gene_121","RNAi","Cerebro","Bajo","72h",3,9.34867106405048
"560","Gene_117","CRISPR","Rinon","Alto","72h",7,6.95911810357337
"561","Gene_151","CRISPR","Musculo","Bajo","48h",20,8.66996238107231
"562","Gene_035","DrugB","Rinon","Bajo","48h",17,24.9783079777284
"563","Gene_135","CRISPR","Cerebro","Bajo","24h",22,7.96058198950549
"564","Gene_007","CRISPR","Musculo","Bajo","24h",14,20.5228229178325
"565","Gene_074","DrugB","Musculo","Medio","72h",24,9.18155455986782
"566","Gene_117","RNAi","Cerebro","Medio","48h",19,11.5260677260989
"567","Gene_119","Control","Cerebro","Medio","48h",14,4.81429632769394
"568","Gene_055","Control","Rinon","Alto","48h",23,9.66275247777064
"569","Gene_113","DrugA","Musculo","Medio","72h",21,5.1701659887783
"570","Gene_041","CRISPR","Cerebro","Bajo","48h",24,5.35802651501048
"571","Gene_057","DrugA","Rinon","Alto","48h",20,5.87625808159317
"572","Gene_083","DrugA","Rinon","Medio","72h",25,7.95656546418522
"573","Gene_108","CRISPR","Cerebro","Medio","24h",23,5.53900874325385
"574","Gene_041","DrugA","Higado","Bajo","48h",28,5.38419270280605
"575","Gene_130","Control","Higado","Medio","24h",22,14.4321876563059
"576","Gene_099","DrugB","Higado","Alto","48h",9,6.36400979218199
"577","Gene_167","RNAi","Higado","Bajo","48h",23,3.69120104429324
"578","Gene_055","DrugA","Cerebro","Medio","48h",8,4.01184079938522
"579","Gene_004","RNAi","Cerebro","Medio","48h",28,4.1099976592876
"580","Gene_099","DrugA","Cerebro","Bajo","48h",20,9.75732116588415
"581","Gene_104","CRISPR","Rinon","Alto","48h",10,8.32477427066867
"582","Gene_198","CRISPR","Cerebro","Alto","72h",22,NA
"583","Gene_072","DrugA","Rinon","Bajo","48h",17,6.08811571653954
"584","Gene_166","DrugA","Rinon","Alto","72h",17,7.1430889857302
"585","Gene_023","CRISPR","Cerebro","Alto","24h",3,11.6176794721078
"586","Gene_153","RNAi","Cerebro","Alto","48h",24,18.9227959089163
"587","Gene_176","DrugB","Higado","Bajo","72h",11,11.7609065482367
"588","Gene_130","DrugA","Cerebro","Bajo","72h",9,4.86395372001241
"589","Gene_186","Control","Higado","Medio","48h",12,6.61747252662333
"590","Gene_101","Control","Higado","Bajo","72h",9,2.58116956604647
"591","Gene_144","CRISPR","Higado","Medio","48h",23,3.20943923420981
"592","Gene_112","Control","Cerebro","Bajo","24h",8,4.26745901225496
"593","Gene_060","Control","Higado","Medio","72h",13,3.21294961013069
"594","Gene_010","CRISPR","Musculo","Medio","48h",6,7.20841926719059
"595","Gene_044","RNAi","Musculo","Bajo","48h",26,16.1134038537467
"596","Gene_048","CRISPR","Musculo","Alto","24h",19,6.03567701668012
"597","Gene_135","CRISPR","Rinon","Bajo","48h",30,10.946426433078
"598","Gene_178","CRISPR","Higado","Bajo","24h",3,10.6927354527399
"599","Gene_162","CRISPR","Musculo","Bajo","72h",11,12.4106217106224
"600","Gene_091","DrugA","Rinon","Medio","48h",10,4.19186309747254
"601","Gene_124","CRISPR","Cerebro","Medio","24h",17,4.04444806668468
"602","Gene_045","CRISPR","Cerebro","Alto","72h",29,17.0193828133844
"603","Gene_191","RNAi","Higado","Bajo","72h",16,15.9280063666439
"604","Gene_083","CRISPR","Cerebro","Alto","24h",12,7.03947309315966
"605","Gene_068","CRISPR","Higado","Medio","72h",29,7.89624116717647
"606","Gene_178","RNAi","Higado","Bajo","72h",27,5.67959354181019
"607","Gene_071","DrugA","Cerebro","Bajo","72h",8,3.92694363001773
"608","Gene_062","DrugA","Higado","Medio","72h",4,10.9421879947338
"609","Gene_148","DrugA","Musculo","Medio","48h",20,3.51015565148175
"610","Gene_198","CRISPR","Higado","Medio","24h",1,NA
"611","Gene_175","CRISPR","Higado","Medio","48h",15,NA
"612","Gene_093","RNAi","Cerebro","Medio","24h",28,11.071551296716
"613","Gene_119","DrugA","Cerebro","Alto","72h",4,2.9180254245797
"614","Gene_025","DrugB","Musculo","Medio","48h",25,4.38402236163194
"615","Gene_196","Control","Rinon","Bajo","48h",13,7.91741905046027
"616","Gene_128","Control","Higado","Alto","72h",16,11.0504640889227
"617","Gene_179","Control","Higado","Alto","72h",6,2.79983141677219
"618","Gene_170","RNAi","Rinon","Alto","24h",16,16.8589718478003
"619","Gene_194","Control","Cerebro","Medio","24h",25,14.5559793193892
"620","Gene_152","CRISPR","Higado","Medio","24h",13,11.1507700364252
"621","Gene_186","RNAi","Musculo","Medio","72h",3,8.65193810277102
"622","Gene_025","DrugA","Higado","Medio","48h",1,6.21886372337991
"623","Gene_056","Control","Higado","Bajo","48h",27,7.53624894421007
"624","Gene_200","DrugB","Rinon","Alto","48h",4,5.66132702656909
"625","Gene_151","DrugA","Cerebro","Medio","24h",7,6.83318101066349
"626","Gene_086","CRISPR","Musculo","Bajo","24h",3,13.8366476022841
"627","Gene_028","Control","Higado","Medio","24h",26,5.76296994908227
"628","Gene_185","Control","Rinon","Bajo","72h",7,5.23870250676972
"629","Gene_019","CRISPR","Cerebro","Alto","48h",14,10.3966536330415
"630","Gene_044","DrugB","Musculo","Bajo","72h",13,3.63468800859058
"631","Gene_066","DrugA","Cerebro","Medio","72h",3,7.42724455615055
"632","Gene_011","Control","Musculo","Bajo","48h",3,11.1744372646934
"633","Gene_065","Control","Rinon","Medio","72h",25,10.2472626237116
"634","Gene_180","RNAi","Cerebro","Alto","24h",27,7.87848334338586
"635","Gene_104","DrugA","Cerebro","Alto","24h",5,8.20233483383837
"636","Gene_060","RNAi","Musculo","Bajo","24h",18,8.29414539252115
"637","Gene_193","RNAi","Cerebro","Bajo","48h",27,8.51615613123671
"638","Gene_185","CRISPR","Cerebro","Medio","72h",7,9.66112904231013
"639","Gene_093","RNAi","Cerebro","Alto","24h",16,NA
"640","Gene_089","CRISPR","Higado","Bajo","24h",26,2.15315398170236
"641","Gene_003","DrugB","Higado","Medio","72h",3,3.77587906832037
"642","Gene_032","DrugB","Musculo","Medio","48h",9,7.54583665539694
"643","Gene_007","Control","Higado","Medio","48h",1,6.60118038724566
"644","Gene_106","DrugA","Cerebro","Alto","48h",26,17.918393360352
"645","Gene_159","CRISPR","Higado","Medio","72h",9,4.12419250156419
"646","Gene_192","RNAi","Musculo","Alto","24h",19,5.41649317162905
"647","Gene_036","RNAi","Rinon","Bajo","48h",3,3.58885997430164
"648","Gene_180","DrugA","Musculo","Medio","48h",11,7.7537620287593
"649","Gene_120","CRISPR","Rinon","Bajo","24h",5,5.8861519994872
"650","Gene_160","Control","Musculo","Alto","72h",23,8.38719117439132
"651","Gene_190","DrugB","Musculo","Medio","24h",3,17.8752764147904
"652","Gene_085","CRISPR","Higado","Medio","48h",23,6.22188031857126
"653","Gene_132","CRISPR","Musculo","Medio","48h",19,7.06045928969908
"654","Gene_117","RNAi","Cerebro","Alto","24h",20,7.3766076917207
"655","Gene_011","DrugB","Higado","Alto","72h",1,20.024238002519
"656","Gene_116","DrugA","Higado","Alto","48h",1,5.28517441991199
"657","Gene_128","RNAi","Cerebro","Medio","24h",22,12.114996954999
"658","Gene_186","DrugA","Cerebro","Alto","48h",29,9.69506831051989
"659","Gene_098","CRISPR","Musculo","Alto","72h",26,8.49599864913851
"660","Gene_046","RNAi","Higado","Bajo","48h",3,8.71407394706902
"661","Gene_184","Control","Cerebro","Bajo","24h",4,17.2252437461729
"662","Gene_042","DrugB","Cerebro","Medio","24h",29,17.168088070268
"663","Gene_074","Control","Rinon","Alto","48h",27,11.6154202217746
"664","Gene_002","CRISPR","Cerebro","Alto","24h",25,2.39571752216731
"665","Gene_055","CRISPR","Higado","Medio","48h",29,8.861031147973
"666","Gene_114","DrugA","Cerebro","Bajo","48h",6,8.91865043056689
"667","Gene_168","DrugA","Rinon","Medio","24h",20,9.14529868485419
"668","Gene_065","Control","Cerebro","Medio","48h",28,7.42816580940137
"669","Gene_189","DrugB","Higado","Medio","24h",28,9.57812696331134
"670","Gene_005","DrugB","Higado","Bajo","72h",22,15.6827365766242
"671","Gene_005","Control","Rinon","Alto","24h",17,7.46798415611834
